name,size,type,alignment,languages,ac,hp,cr,speed,swim,fly,climb,burrow,passive_perception,darkvision,truesight,tremorsense,blindsight,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,str_save,dex_save,con_save,int_save,wis_save,cha_save,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,senses,attributes,actions,legendary_actions,legendary,source
yeth-hound,large,fey,neutral evil,"understands Common, Elvish, and Sylvan but can't speak",14.0,51,4.0,40,0,40,0,0,11,60,0,0,0,18,4,17,3,16,3,5,-3,12,1,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 11",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
yeti,large,monstrosity,chaotic evil,Yeti,12.0,51,3.0,40,0,0,40,0,13,60,0,0,0,18,4,13,1,16,3,8,-1,12,1,7,-2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 13","Fear of Fire. If the yeti takes fire damage, it has disadvantage on attack rolls and ability checks until the end of its next turn. | Keen Smell. The yeti has advantage on Wisdom (Perception) checks that rely on smell. | Snow Camouflage. The yeti has advantage on Dexterity (Stealth) checks made to hide in snowy terrain. | ","Multiattack. The yeti can use its Chilling Gaze and makes two claw attacks. | Claw. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) slashing damage plus 3 (1d6) cold damage. | Chilling Gaze. The yeti targets one creature it can see within 30 feet of it. If the target can see the yeti, the target must succeed on a DC 13 Constitution saving throw against this magic or take 10 (3d6) cold damage and then be paralyzed for 1 minute, unless it is immune to cold damage. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If the target's saving throw is successful, or if the effect ends on it, the target is immune to the Chilling Gaze of all yetis (but not abominable yetis) for 1 hour.",none,0,Monster Manual (SRD)
yochlol,medium,"fiend (demon, shapechanger)",chaotic evil,"Abyssal, Elvish, Undercommon",15.0,136,10.0,30,0,0,30,0,12,120,0,0,0,15,2,14,2,18,4,13,1,15,2,15,2,0,6,0,5,6,6,0,0,0,0,6,10,0,0,0,0,0,"darkvision 120 ft., passive Perception 12",unavailable,unavailable,unavailable,0,Monster Manual
young-black-dragon,large,dragon,chaotic evil,"Common, Draconic",18.0,127,7.0,40,40,80,0,0,16,120,0,0,30,19,4,14,2,17,3,12,1,11,0,15,2,0,5,6,0,3,5,0,6,5,0,0,0,0,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 16",Amphibious. The dragon can breathe air and water. | ,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) acid damage. | Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage. | Acid Breath (Recharge 5-6). The dragon exhales acid in a 30-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 49 (11d8) acid damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
young-blue-dragon,large,dragon,lawful evil,"Common, Draconic",18.0,152,9.0,40,0,80,0,20,19,120,0,0,30,21,5,10,0,19,4,14,2,13,1,17,3,0,4,8,0,5,7,0,9,4,0,0,0,0,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 19",,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage plus 5 (1d10) lightning damage. | Claw. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage. | Lightning Breath (Recharge 5-6). The dragon exhales lightning in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
young-brass-dragon,large,dragon,chaotic good,"Common, Draconic",17.0,110,6.0,40,0,80,0,20,16,120,0,0,30,19,4,10,0,17,3,12,1,11,0,15,2,0,3,6,0,3,5,0,6,3,5,0,0,0,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 16",,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage. | Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage. | Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons. | Fire Breath. The dragon exhales fire in a 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 42 (12d6) fire damage on a failed save, or half as much damage on a successful one. | Sleep Breath. The dragon exhales sleep gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw or fall unconscious for 5 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.",none,0,Monster Manual (SRD)
young-bronze-dragon,large,dragon,lawful good,"Common, Draconic",18.0,142,8.0,40,40,80,0,0,17,120,0,0,30,21,5,10,0,19,4,14,2,13,1,17,3,0,3,7,0,4,6,0,7,3,0,4,0,0,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 17",Amphibious. The dragon can breathe air and water. | ,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage. | Claw. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage. | Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons. | Lightning Breath. The dragon exhales lightning in a 60-foot line that is 5 feet wide. Each creature in that line must make a DC 15 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one. | Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 15 Strength saving throw. On a failed save, the creature is pushed 40 feet away from the dragon.",none,0,Monster Manual (SRD)
young-copper-dragon,large,dragon,chaotic good,"Common, Draconic",17.0,119,7.0,40,0,80,40,0,17,120,0,0,30,19,4,12,1,17,3,16,3,13,1,15,2,0,4,6,0,4,5,0,7,4,0,0,5,0,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 17",,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage. | Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage. | Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons. | Acid Breath. The dragon exhales acid in an 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 40 (9d8) acid damage on a failed save, or half as much damage on a successful one. | Slowing Breath. The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.",none,0,Monster Manual (SRD)
young-gold-dragon,large,dragon,lawful good,"Common, Draconic",18.0,178,10.0,40,40,80,0,0,19,120,0,0,30,23,6,14,2,21,5,16,3,13,1,20,5,0,6,9,0,5,9,0,9,6,9,5,0,0,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 19",Amphibious. The dragon can breathe air and water. | ,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage. | Claw. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage. | Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons. | Fire Breath. The dragon exhales fire in a 30-foot cone. Each creature in that area must make a DC 17 Dexterity saving throw, taking 55 (10d10) fire damage on a failed save, or half as much damage on a successful one. | Weakening Breath. The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 17 Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",none,0,Monster Manual (SRD)
young-green-dragon,large,dragon,lawful evil,"Common, Draconic",18.0,136,8.0,40,40,80,0,0,17,120,0,0,30,19,4,12,1,17,3,16,3,13,1,15,2,0,4,6,0,4,5,0,7,4,0,0,5,0,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 17",Amphibious. The dragon can breathe air and water. | ,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 7 (2d6) poison damage. | Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage. | Poison Breath (Recharge 5-6). The dragon exhales poisonous gas in a 30-foot cone. Each creature in that area must make a DC 14 Constitution saving throw, taking 42 (12d6) poison damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
young-kruthik,small,monstrosity,unaligned,Kruthik,16.0,9,0.125,30,0,0,30,10,10,30,0,60,0,13,1,16,3,13,1,4,-3,10,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 30 ft., tremorsense 60 ft., passive Perception 10",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
young-red-dragon,large,dragon,chaotic evil,"Common, Draconic",18.0,178,10.0,40,0,80,40,0,18,120,0,0,30,23,6,10,0,21,5,14,2,11,0,19,4,0,4,9,0,4,8,0,8,4,0,0,0,0,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 18",,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage plus 3 (1d6) fire damage. | Claw. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage. | Fire Breath (Recharge 5-6). The dragon exhales fire in a 30-foot cone. Each creature in that area must make a DC 17 Dexterity saving throw, taking 56 (16d6) fire damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
young-red-shadow-dragon,large,dragon,chaotic evil,"Common, Draconic",18.0,178,13.0,40,0,80,40,0,18,120,0,0,30,23,6,10,0,21,5,14,2,11,0,19,4,0,4,9,0,4,8,0,8,8,0,0,0,0,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 18",unavailable,unavailable,unavailable,0,Monster Manual
young-remorhaz,large,monstrosity,unaligned,none,14.0,93,5.0,30,0,0,0,20,10,60,0,60,0,18,4,13,1,17,3,3,-4,10,0,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., tremorsense 60 ft., passive Perception 10",unavailable,unavailable,unavailable,0,Monster Manual
young-silver-dragon,large,dragon,lawful good,"Common, Draconic",18.0,168,9.0,40,0,80,0,0,18,120,0,0,30,23,6,10,0,21,5,14,2,11,0,19,4,0,4,9,0,4,8,6,8,4,0,0,0,6,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 18",,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage. | Claw. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage. | Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons. | Cold Breath. The dragon exhales an icy blast in a 30-foot cone. Each creature in that area must make a DC 17 Constitution saving throw, taking 54 (12d8) cold damage on a failed save, or half as much damage on a successful one. | Paralyzing Breath. The dragon exhales paralyzing gas in a 30-foot cone. Each creature in that area must succeed on a DC 17 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",none,0,Monster Manual (SRD)
young-white-dragon,large,dragon,chaotic evil,"Common, Draconic",17.0,133,6.0,40,40,80,0,20,16,120,0,0,30,18,4,10,0,18,4,6,-2,11,0,12,1,0,3,7,0,3,4,0,6,3,0,0,0,0,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 16","Ice Walk. The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra moment. | ","Multiattack. The dragon makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) cold damage. | Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage. | Cold Breath (Recharge 5-6). The dragon exhales an icy blast in a 30-foot cone. Each creature in that area must make a DC 15 Constitution saving throw, taking 45 (10d8) cold damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
yuan-ti-abomination,large,"monstrosity (shapechanger, yuan-ti)",neutral evil,"Abyssal, Common, Draconic",15.0,127,7.0,40,0,0,0,0,15,60,0,0,0,19,4,16,3,17,3,17,3,15,2,18,4,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 15","Shapechanger. The yuan-ti can use its action to polymorph into a Large snake, or back into its true form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It doesn't change form if it dies. | Innate Spellcasting (Abomination Form Only). The yuan-ti's innate spellcasting ability is Charisma (spell save DC 15). The yuan-ti can innately cast the following spells, requiring no material components: | At will: animal friendship (snakes only) | 3/day: suggestion | 1/day: fear | Magic Resistance. The yuan-ti has advantage on saving throws against spells and other magical effects. | ","Multiattack (Abomination Form Only). The yuan-ti makes two ranged attacks or three melee attacks, but can use its bite and constrict attacks only once each. | Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one creature. Hit: 7 (1d6 + 4) piercing damage plus 10 (3d6) poison damage. | Constrict. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage, and the target is grappled (escape DC 14). Until this grapple ends, the target is restrained, and the yuan-ti can't constrict another target. | Scimitar (Abomination Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage. | Longbow (Abomination Form Only). Ranged Weapon Attack: +6 to hit, range 150/600 ft., one target. Hit: 12 (2d8 + 3) piercing damage plus 10 (3d6) poison damage.",none,0,Monster Manual (BR)
yuan-ti-anathema,huge,"monstrosity (shapechanger, yuan-ti)",neutral evil,"Abyssal, Common, Draconic",16.0,189,12.0,40,30,0,30,0,17,60,0,0,30,23,6,13,1,19,4,19,4,17,3,20,5,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,"blindsight 30 ft., darkvision 60 ft., passive Perception 17",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
yuan-ti-broodguard,medium,humanoid (yuan-ti),neutral evil,"Abyssal, Common, Draconic",14.0,45,2.0,30,0,0,0,0,12,60,0,0,0,15,2,14,2,14,2,6,-2,11,0,4,-3,4,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 12",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
yuan-ti-malison,medium,"monstrosity (shapechanger, yuan-ti)",neutral evil,"Abyssal, Common, Draconic",12.0,66,3.0,30,0,0,0,0,11,60,0,0,0,16,3,14,2,13,1,14,2,12,1,16,3,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,"darkvision 60 ft., passive Perception 11","Shapechanger. The yuan-ti can use its action to polymorph into a Medium snake, or back into its true form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It doesn't change form if it dies. | Innate Spellcasting (Yuan-ti Form Only). The yuan-ti's innate spellcasting ability is Charisma (spell save DC 13). The yuan-ti can innately cast the following spells, requiring no material components: | At will: animal friendship (snakes only) | 3/day: suggestion | Magic Resistance. The yuan-ti has advantage on saving throws against spells and other magical effects. | Malison Type. The yuan-ti has one of the following types: | Type 1: Human body with snake head | Type 2: Human head and body with snakes for arms | Type 3: Human head and upper body with a serpentine lower body instead of legs | ","For Type 1 | Multiattack (Yuan-ti Form Only). The yuan-ti makes two ranged attacks or two melee attacks, but can use its bite only once. | Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 5 (1d4 + 3) piercing damage plus 7 (2d6) poison damage. | Scimitar (Yuan-ti Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage. | Longbow (Yuan-ti Form Only). Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage plus 7 (2d6) poison damage. | ",none,0,Monster Manual (BR)
yuan-ti-mind-whisperer,medium,"monstrosity (shapechanger, yuan-ti)",neutral evil,"Abyssal, Common, Draconic",14.0,71,4.0,30,0,0,0,0,12,120,0,0,0,16,3,14,2,13,1,14,2,14,2,16,3,0,0,0,0,4,5,0,0,4,0,0,5,0,0,0,0,0,"darkvision 120 ft. (penetrates magical darkness), passive Perception 12",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
